Time [s],Channel 9,Channel 10,Channel 11
2185.361165760,0,0,1
2185.361168584,0,1,1
2185.361925780,0,1,0
2185.364389752,0,0,0
2185.831163332,0,0,1
2185.831166158,0,1,1
2185.831923354,0,1,0
2185.834387326,0,0,0
2186.301160906,0,0,1
2186.301163732,0,1,1
2186.301920928,0,1,0
2186.304384900,0,0,0
2186.771157480,0,0,1
2186.771160304,0,1,1
2186.771917500,0,1,0
2186.774381474,0,0,0
2187.241155054,0,0,1
2187.241157878,0,1,1
2187.241915074,0,1,0
2187.244379048,0,0,0
2187.711152628,0,0,1
2187.711155452,0,1,1
2187.711912648,0,1,0
2187.714376620,0,0,0
2188.181150202,0,0,1
2188.181153026,0,1,1
2188.181910222,0,1,0
2188.183280574,1,1,0
2188.184756582,0,1,0
2188.184874570,0,0,0
2188.651147776,0,0,1
2188.651150600,0,1,1
2188.651907796,0,1,0
2188.654371768,0,0,0
2189.121145348,0,0,1
2189.121148174,0,1,1
2189.121905370,0,1,0
2189.124369342,0,0,0
2189.591141922,0,0,1
2189.591144746,0,1,1
2189.591901944,0,1,0
2189.594365916,0,0,0
2190.061139496,0,0,1
2190.061142320,0,1,1
2190.061899516,0,1,0
2190.064363490,0,0,0
2190.531137070,0,0,1
2190.531139894,0,1,1
2190.531897090,0,1,0
2190.534361062,0,0,0
2191.001134642,0,0,1
2191.001137468,0,1,1
2191.001894664,0,1,0
2191.004358636,0,0,0
2191.471132216,0,0,1
2191.471135042,0,1,1
2191.471892238,0,1,0
2191.474356210,0,0,0
2191.941129790,0,0,1
2191.941132616,0,1,1
2191.941889810,0,1,0
2191.944353784,0,0,0
2192.411127364,0,0,1
2192.411130190,0,1,1
2192.411887384,0,1,0
2192.414351358,0,0,0
2192.881123938,0,0,1
2192.881126764,0,1,1
2192.881883958,0,1,0
2192.884347932,0,0,0
2193.351121512,0,0,1
2193.351124338,0,1,1
2193.351881532,0,1,0
2193.354345506,0,0,0
2193.821119086,0,0,1
2193.821121912,0,1,1
2193.821879108,0,1,0
2193.824343080,0,0,0
2194.291116660,0,0,1
2194.291119486,0,1,1
2194.291876682,0,1,0
2194.294340654,0,0,0
2194.761114234,0,0,1
2194.761117060,0,1,1
2194.761874256,0,1,0
2194.764338228,0,0,0
2195.231111808,0,0,1
2195.231114634,0,1,1
2195.231871830,0,1,0
2195.234335802,0,0,0
2195.701108382,0,0,1
2195.701111208,0,1,1
2195.701868404,0,1,0
2195.704332376,0,0,0
2196.171105956,0,0,1
2196.171108782,0,1,1
2196.171865978,0,1,0
2196.173236606,1,1,0
2196.174712616,0,1,0
2196.174830824,0,0,0
2196.641103530,0,0,1
2196.641106356,0,1,1
2196.641863552,0,1,0
2196.644327524,0,0,0
2197.111101104,0,0,1
2197.111103930,0,1,1
2197.111861126,0,1,0
